unit,attribute,control_tier,workflow_role,reference_available,reference_source,reference_total,census_available,census_source,census_total,seed_total,seed_to_reference_ratio,seed_to_census_ratio,n_categories,tvd,mae_pp,rmse_pp,max_abs_pp,target_provenance,smoothing_mode,raw_target_total,effective_target_total,donor_support_mass,fit_error
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,170.0,True,smoothed_direct_da,170.0,8290.0,48.76470588235294,48.76470588235294,2,0.03224295749662953,3.224295749662953,3.224295749662953,3.224295749662953,direct_da,direct,170.0,170.0,171.0,0.11243917402225571
person,sex,tier_1,joint_fit,True,smoothed_direct_da,685.0,True,smoothed_direct_da,685.0,15546.0,22.694890510948905,22.694890510948905,2,0.04136816474019653,4.1368164740196525,4.1368164740196525,4.136816474019655,direct_da,direct,685.0,685.0,380.0,0.03441501343642338
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,685.0,True,smoothed_direct_da,685.0,15546.0,22.694890510948905,22.694890510948905,15,0.13257476516596375,1.7676635355461834,2.369091539874322,5.12559383454424,direct_da,direct,685.0,685.0,380.0,0.12784941903883718
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,380.0,True,smoothed_direct_da,380.0,8616.0,22.673684210526314,22.673684210526314,5,0.015521917607388941,0.6208767042955576,0.8262790853213428,1.5521917607388969,direct_da,direct,380.0,380.0,395.0,0.04987567283611093
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,390.0,True,smoothed_direct_da,390.0,8616.0,22.092307692307692,22.092307692307692,5,0.016800585672451962,0.6720234268980785,0.8978561615366368,1.6800585672451962,direct_da,direct,390.0,390.0,395.0,0.053706274217465474
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,515.0,True,smoothed_direct_da,515.0,10766.0,20.90485436893204,20.90485436893204,3,0.01701509065757172,1.1343393771714478,1.2513618395085797,1.7015090657571674,direct_da,direct,515.0,515.0,351.0,0.06149916260673505
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,595.0,True,smoothed_direct_da,595.0,12871.0,21.631932773109245,21.631932773109245,3,0.07308593548521888,4.872395699014592,5.77073772352975,7.308593548521891,direct_da,direct,595.0,595.0,380.0,0.09854756552921616
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,595.0,True,smoothed_direct_da,595.0,12871.0,21.631932773109245,21.631932773109245,4,0.023257286754341244,1.1628643377170622,1.2585589259309036,1.690792080953274,direct_da,direct,595.0,595.0,380.0,0.08135525704631186
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,390.0,True,smoothed_direct_da,390.0,8616.0,22.092307692307692,22.092307692307692,2,0.00570494964645385,0.570494964645385,0.570494964645385,0.570494964645385,direct_da,direct,390.0,390.0,395.0,0.2107248289306633
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,395.0,True,smoothed_direct_da,395.0,8613.0,21.80506329113924,21.80506329113924,3,0.02762676966081591,1.841784644054394,2.2232797975480976,2.7626769660815897,direct_da,direct,395.0,395.0,394.0,0.021238091135097566
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,675.0,True,smoothed_direct_da,675.0,15417.0,22.84,22.84,2,0.03448141661801907,3.4481416618019067,3.4481416618019067,3.4481416618019067,direct_da,direct,675.0,675.0,379.0,0.056956779278298536
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,675.0,True,smoothed_direct_da,675.0,15417.0,22.84,22.84,3,0.056703638840241335,3.7802425893494225,4.0108285486569795,5.6703638840241295,direct_da,direct,675.0,675.0,379.0,0.09535200661203415
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,205.0,True,smoothed_direct_da,205.0,1582.0,7.717073170731707,7.717073170731707,4,0.7560975609756099,37.804878048780495,46.29539749070034,73.96626684345226,direct_da,direct,205.0,205.0,31.0,0.9888670490804874
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,215.0,True,smoothed_direct_da,215.0,5714.0,26.57674418604651,26.57674418604651,5,0.15412979951323147,6.165191980529259,8.04178601913734,15.41297995132315,direct_da,direct,215.0,215.0,198.0,0.44344061778154414
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,365.0,True,smoothed_direct_da,365.0,8616.0,23.605479452054794,23.605479452054794,5,0.11259555335088588,4.503822134035436,6.125866513488297,11.096112997799567,direct_da,direct,365.0,365.0,395.0,0.17006471770016499
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,695.0,True,smoothed_direct_da,695.0,8616.0,12.397122302158273,12.397122302158273,11,0.06067012685116531,1.103093215475733,1.440955679604278,3.4691188553335603,direct_da,direct,695.0,695.0,395.0,0.43830122196761373
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,390.0,True,smoothed_direct_da,390.0,8616.0,22.092307692307692,22.092307692307692,3,0.09077565888150849,6.051710592100566,6.708846692411743,9.07756588815085,direct_da,direct,390.0,390.0,395.0,0.23709344247637001
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,380.0,True,smoothed_direct_da,380.0,8290.0,21.81578947368421,21.81578947368421,2,0.07249063551520539,7.249063551520539,7.249063551520539,7.249063551520541,direct_da,direct,380.0,380.0,381.0,0.05028321367282403
person,sex,tier_1,joint_fit,True,smoothed_direct_da,500.0,True,smoothed_direct_da,500.0,15546.0,31.092,31.092,2,0.031222179338736694,3.1222179338736695,3.1222179338736695,3.122217933873672,direct_da,direct,500.0,500.0,289.0,0.15062469558447658
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,500.0,True,smoothed_direct_da,500.0,15546.0,31.092,31.092,15,0.11539302714524634,1.5385736952699511,1.9488823346963755,4.349414640421974,direct_da,direct,500.0,500.0,289.0,0.1440558877010598
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,295.0,True,smoothed_direct_da,295.0,8616.0,29.20677966101695,29.20677966101695,5,0.11632477220150136,4.652990888060055,5.984960137362501,11.63247722015014,direct_da,direct,295.0,295.0,300.0,0.08852630840773659
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,300.0,True,smoothed_direct_da,300.0,8616.0,28.72,28.72,5,0.12783194057567318,5.113277623026927,6.342722345945664,10.587279480037148,direct_da,direct,300.0,300.0,300.0,0.068133971289918
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,350.0,True,smoothed_direct_da,350.0,10766.0,30.76,30.76,3,0.04322868289058146,2.881912192705431,3.175207225339204,4.322868289058146,direct_da,direct,350.0,350.0,268.0,0.09738160885381057
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,420.0,True,smoothed_direct_da,420.0,12871.0,30.645238095238096,30.645238095238096,3,0.04068115475543028,2.712076983695352,3.2203707093463034,4.068115475543024,direct_da,direct,420.0,420.0,289.0,0.17124185187827975
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,420.0,True,smoothed_direct_da,420.0,12871.0,30.645238095238096,30.645238095238096,4,0.045145787318112654,2.2572893659056326,2.607208456985372,4.51457873181127,direct_da,direct,420.0,420.0,289.0,0.07856452387289914
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,310.0,True,smoothed_direct_da,310.0,8616.0,27.793548387096774,27.793548387096774,2,0.002152784017731446,0.2152784017731446,0.2152784017731446,0.2152784017731446,direct_da,direct,310.0,310.0,300.0,0.16454805600846834
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,300.0,True,smoothed_direct_da,300.0,8613.0,28.71,28.71,3,0.05294322535701845,3.5295483571345634,4.290001828153153,5.294322535701845,direct_da,direct,300.0,300.0,300.0,8.758500093153559e-09
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,500.0,True,smoothed_direct_da,500.0,15417.0,30.834,30.834,2,0.11707400921061169,11.707400921061168,11.707400921061168,11.707400921061172,direct_da,direct,500.0,500.0,288.0,0.10030126944730676
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,495.0,True,smoothed_direct_da,495.0,15417.0,31.145454545454545,31.145454545454545,3,0.11309239505386616,7.539493003591077,8.282687701860123,11.309239505386614,direct_da,direct,495.0,495.0,288.0,0.09121340348212825
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,150.0,True,smoothed_direct_da,150.0,1582.0,10.546666666666667,10.546666666666667,4,0.5333333333333333,26.666666666666668,32.34830810480679,51.68984407922461,direct_da,direct,150.0,150.0,20.0,0.636725265247777
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,145.0,True,smoothed_direct_da,145.0,5714.0,39.40689655172414,39.40689655172414,5,0.07207343125776977,2.882937250310791,3.834098647014665,7.207343125776977,direct_da,direct,145.0,145.0,152.0,0.2777030402350135
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,270.0,True,smoothed_direct_da,270.0,8616.0,31.91111111111111,31.91111111111111,5,0.1644872588465903,6.579490353863612,8.982166786565307,16.448725884659034,direct_da,direct,270.0,270.0,300.0,0.14024296050188553
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,560.0,True,smoothed_direct_da,560.0,8616.0,15.385714285714286,15.385714285714286,11,0.14060220188353895,2.5564036706097992,3.258293084575128,6.681920679135164,direct_da,direct,560.0,560.0,300.0,0.4993147276749991
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,310.0,True,smoothed_direct_da,310.0,8616.0,27.793548387096774,27.793548387096774,3,0.1059948482942463,7.06632321961642,7.496300419214464,10.599484829424632,direct_da,direct,310.0,310.0,300.0,0.35397734485810095
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,295.0,True,smoothed_direct_da,295.0,8290.0,28.10169491525424,28.10169491525424,2,0.10103657663920178,10.103657663920178,10.103657663920178,10.103657663920181,direct_da,direct,295.0,295.0,293.0,0.030579817871624084
person,sex,tier_1,joint_fit,True,smoothed_direct_da,665.0,True,smoothed_direct_da,665.0,15546.0,23.377443609022556,23.377443609022556,2,0.012500374827458471,1.2500374827458471,1.2500374827458471,1.2500374827458527,direct_da,direct,665.0,665.0,373.0,0.03481816930759783
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,665.0,True,smoothed_direct_da,665.0,15546.0,23.377443609022556,23.377443609022556,15,0.18909295624240066,2.5212394165653422,3.507471048029568,8.150296621522934,direct_da,direct,665.0,665.0,373.0,0.3584005062852552
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,365.0,True,smoothed_direct_da,365.0,8616.0,23.605479452054794,23.605479452054794,5,0.06491268236221875,2.59650729448875,2.9785884333007457,4.568753895269712,direct_da,direct,365.0,365.0,380.0,0.13053212869293845
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,370.0,True,smoothed_direct_da,370.0,8616.0,23.286486486486485,23.286486486486485,5,0.06476887751261012,2.590755100504405,3.236031449183071,6.087542974729601,direct_da,direct,370.0,370.0,380.0,0.10303079525229955
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,425.0,True,smoothed_direct_da,425.0,10766.0,25.331764705882353,25.331764705882353,3,0.049111035831757924,3.2740690554505285,3.5274331020906295,4.911103583175791,direct_da,direct,425.0,425.0,348.0,0.05022947079967014
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,565.0,True,smoothed_direct_da,565.0,12871.0,22.780530973451327,22.780530973451327,3,0.055083699858981844,3.6722466572654566,3.895011940846966,5.508369985898187,direct_da,direct,565.0,565.0,372.0,0.12403228440098606
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,565.0,True,smoothed_direct_da,565.0,12871.0,22.780530973451327,22.780530973451327,4,0.00938241488205286,0.469120744102643,0.5660425143912875,0.9382414882052881,direct_da,direct,565.0,565.0,372.0,0.11330885132457202
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,390.0,True,smoothed_direct_da,390.0,8616.0,22.092307692307692,22.092307692307692,2,0.13391007785158204,13.391007785158205,13.391007785158205,13.391007785158205,direct_da,direct,390.0,390.0,380.0,0.1578622305898011
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,370.0,True,smoothed_direct_da,370.0,8613.0,23.278378378378378,23.278378378378378,3,0.03942971184350495,2.6286474562336637,3.1867613521095484,3.9429711843504966,direct_da,direct,370.0,370.0,380.0,0.027027027027026498
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,655.0,True,smoothed_direct_da,655.0,15417.0,23.53740458015267,23.53740458015267,2,0.05608164279839796,5.608164279839796,5.608164279839796,5.6081642798398,direct_da,direct,655.0,655.0,367.0,0.07557039476900283
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,655.0,True,smoothed_direct_da,655.0,15417.0,23.53740458015267,23.53740458015267,3,0.04762859676564042,3.175239784376028,3.8313328371110567,4.762859676564046,direct_da,direct,655.0,655.0,367.0,0.1770068777935337
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,185.0,True,smoothed_direct_da,185.0,1582.0,8.551351351351352,8.551351351351352,4,0.5405405405405406,27.027027027027028,33.82202993012381,52.41056479994533,direct_da,direct,185.0,185.0,24.0,0.6784968624799762
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,190.0,True,smoothed_direct_da,190.0,5714.0,30.073684210526316,30.073684210526316,5,0.2531363410275777,10.125453641103107,11.161737017310163,17.418897260652503,direct_da,direct,190.0,190.0,182.0,0.5016300830017933
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,365.0,True,smoothed_direct_da,365.0,8616.0,23.605479452054794,23.605479452054794,5,0.1031483318706198,4.125933274824792,5.095035939276978,8.356386970402308,direct_da,direct,365.0,365.0,380.0,0.19968447680409246
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,735.0,True,smoothed_direct_da,735.0,8616.0,11.722448979591837,11.722448979591837,11,0.1871979989767495,3.403599981395445,4.5887954855235185,10.775870236674056,direct_da,direct,735.0,735.0,379.0,0.5271533257690982
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,385.0,True,smoothed_direct_da,385.0,8616.0,22.37922077922078,22.37922077922078,3,0.0932288463625511,6.215256424170073,6.748032557487825,9.322884636255107,direct_da,direct,385.0,385.0,380.0,0.06438561872633365
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,380.0,True,smoothed_direct_da,380.0,8290.0,21.81578947368421,21.81578947368421,2,0.04617484604152114,4.617484604152114,4.617484604152114,4.617484604152117,direct_da,direct,380.0,380.0,372.0,0.05627497272526521
person,sex,tier_1,joint_fit,True,smoothed_direct_da,500.0,True,smoothed_direct_da,500.0,15546.0,31.092,31.092,2,0.031222179338736694,3.1222179338736695,3.1222179338736695,3.122217933873672,direct_da,direct,500.0,500.0,290.0,0.12257616372283751
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,500.0,True,smoothed_direct_da,500.0,15546.0,31.092,31.092,15,0.15273510870963597,2.03646811612848,2.4424284148753195,5.349414640421974,direct_da,direct,500.0,500.0,290.0,0.2764544170521591
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,290.0,True,smoothed_direct_da,290.0,8616.0,29.71034482758621,29.71034482758621,5,0.09265440399577371,3.7061761598309486,4.690061770765144,9.265440399577374,direct_da,direct,290.0,290.0,300.0,0.07280903106925649
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,300.0,True,smoothed_direct_da,300.0,8616.0,28.72,28.72,5,0.09116527390900654,3.646610956360262,4.480472419571776,7.253946146703816,direct_da,direct,300.0,300.0,300.0,0.03162741527235752
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,320.0,True,smoothed_direct_da,320.0,10766.0,33.64375,33.64375,3,0.03385368289058145,2.25691219270543,2.6968372899196296,3.385368289058144,direct_da,direct,320.0,320.0,262.0,0.08835744463112613
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,430.0,True,smoothed_direct_da,430.0,12871.0,29.932558139534883,29.932558139534883,3,0.022584573577160146,1.505638238477343,1.6054085181076527,2.2584573577160114,direct_da,direct,430.0,430.0,288.0,0.067266865088621
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,430.0,True,smoothed_direct_da,430.0,12871.0,29.932558139534883,29.932558139534883,4,0.04798149074989203,2.3990745374946014,2.4760474735037543,3.136671045237807,direct_da,direct,430.0,430.0,288.0,0.05741219062305552
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,290.0,True,smoothed_direct_da,290.0,8616.0,29.71034482758621,29.71034482758621,2,0.016757115871033873,1.6757115871033874,1.6757115871033874,1.67571158710339,direct_da,direct,290.0,290.0,300.0,0.11206730071564079
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,300.0,True,smoothed_direct_da,300.0,8613.0,28.71,28.71,3,0.03120283292697088,2.0801888617980584,2.5151779044605407,3.1202832926970854,direct_da,direct,300.0,300.0,299.0,0.03691262594373042
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,490.0,True,smoothed_direct_da,490.0,15417.0,31.463265306122448,31.463265306122448,2,0.03115564186367291,3.115564186367291,3.115564186367291,3.1155641863672923,direct_da,direct,490.0,490.0,288.0,0.27295703355012085
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,490.0,True,smoothed_direct_da,490.0,15417.0,31.463265306122448,31.463265306122448,3,0.06640099121960519,4.42673274797368,4.965988556548914,6.640099121960519,direct_da,direct,490.0,490.0,288.0,0.39767485131553304
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,155.0,True,smoothed_direct_da,155.0,1582.0,10.206451612903226,10.206451612903226,4,0.7255005913298805,36.27502956649403,43.99490606349081,72.55005913298805,direct_da,direct,155.0,155.0,22.0,0.8071051272112592
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,130.0,True,smoothed_direct_da,130.0,5714.0,43.95384615384615,43.95384615384615,5,0.11569424625077408,4.627769850030964,5.1939906711305115,6.320508333108965,direct_da,direct,130.0,130.0,153.0,0.3151776374832011
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,265.0,True,smoothed_direct_da,265.0,8616.0,32.51320754716981,32.51320754716981,5,0.17359322716840977,6.943729086736392,9.641992270819284,16.159930624901452,direct_da,direct,265.0,265.0,300.0,0.14661813222951334
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,555.0,True,smoothed_direct_da,555.0,8616.0,15.524324324324324,15.524324324324324,11,0.14265728123666846,2.5937687497576083,2.99276234338343,4.451178197696304,direct_da,direct,555.0,555.0,300.0,0.47745937604493444
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,290.0,True,smoothed_direct_da,290.0,8616.0,29.71034482758621,29.71034482758621,3,0.11800819645887364,7.867213097258243,8.49520298338034,11.800819645887367,direct_da,direct,290.0,290.0,300.0,0.13282220404025286
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,280.0,True,smoothed_direct_da,280.0,8290.0,29.607142857142858,29.607142857142858,2,0.03959589867310011,3.9595898673100107,3.9595898673100107,3.959589867310012,direct_da,direct,280.0,280.0,296.0,0.07142838570846907
person,sex,tier_1,joint_fit,True,smoothed_direct_da,915.0,True,smoothed_direct_da,915.0,15546.0,16.990163934426228,16.990163934426228,2,0.009418900650212086,0.9418900650212086,0.9418900650212086,0.9418900650212114,direct_da,direct,915.0,915.0,555.0,0.050137704373527166
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,915.0,True,smoothed_direct_da,915.0,15546.0,16.990163934426228,16.990163934426228,15,0.11514426777854404,1.5352569037139208,2.0128898416006726,4.524278028400115,direct_da,direct,915.0,915.0,555.0,0.2024754721533151
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,560.0,True,smoothed_direct_da,560.0,8616.0,15.385714285714286,15.385714285714286,5,0.09634898527656187,3.853959411062475,4.8860863249997735,9.634898527656189,direct_da,direct,560.0,560.0,570.0,0.02117085304093382
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,575.0,True,smoothed_direct_da,575.0,8616.0,14.984347826086957,14.984347826086957,5,0.08051047595979174,3.22041903839167,4.37507567154117,8.051047595979178,direct_da,direct,575.0,575.0,570.0,0.02771934480624399
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,600.0,True,smoothed_direct_da,600.0,10766.0,17.94333333333333,17.94333333333333,3,0.06942380333147564,4.6282535554317095,5.620274593190614,6.942380333147563,direct_da,direct,600.0,600.0,505.0,0.07204897996090434
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,800.0,True,smoothed_direct_da,800.0,12871.0,16.08875,16.08875,3,0.018726691787739877,1.2484461191826584,1.5089286536120003,1.872669178773989,direct_da,direct,800.0,800.0,554.0,0.08003255197634583
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,800.0,True,smoothed_direct_da,800.0,12871.0,16.08875,16.08875,4,0.057283816331287374,2.864190816564369,3.515325053561237,5.5860073032398425,direct_da,direct,800.0,800.0,554.0,0.10950565905572111
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,590.0,True,smoothed_direct_da,590.0,8616.0,14.603389830508474,14.603389830508474,2,0.030583620540421408,3.058362054042141,3.058362054042141,3.058362054042141,direct_da,direct,590.0,590.0,570.0,0.09418174731899867
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,565.0,True,smoothed_direct_da,565.0,8613.0,15.24424778761062,15.24424778761062,3,0.06291374738124812,4.1942498254165415,5.104030145653476,6.291374738124814,direct_da,direct,565.0,565.0,570.0,0.00884955752212401
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,940.0,True,smoothed_direct_da,940.0,15417.0,16.401063829787233,16.401063829787233,2,0.07707400921061168,7.707400921061168,7.707400921061168,7.707400921061169,direct_da,direct,940.0,940.0,555.0,0.02615725700513728
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,945.0,True,smoothed_direct_da,945.0,15417.0,16.314285714285713,16.314285714285713,3,0.08104226317886563,5.402817545257709,5.9304562810653545,8.104226317886562,direct_da,direct,945.0,945.0,555.0,0.13722675289553052
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,235.0,True,smoothed_direct_da,235.0,1582.0,6.731914893617021,6.731914893617021,4,0.7069693627780617,35.34846813890308,42.812741037534956,70.69693627780617,direct_da,direct,235.0,235.0,40.0,0.8123106704084033
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,240.0,True,smoothed_direct_da,240.0,5714.0,23.808333333333334,23.808333333333334,5,0.07997170691867929,3.1988682767471714,4.237270279849257,7.997170691867927,direct_da,direct,240.0,240.0,263.0,0.5294212684305403
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,505.0,True,smoothed_direct_da,505.0,8616.0,17.061386138613862,17.061386138613862,5,0.21417556101014,8.5670224404056,12.155802835753596,21.417556101014,direct_da,direct,505.0,505.0,570.0,0.2641261124483488
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,1050.0,True,smoothed_direct_da,1050.0,8616.0,8.205714285714286,8.205714285714286,11,0.10623424857408147,1.9315317922560267,2.653079226079877,6.205730202944687,direct_da,direct,1050.0,1050.0,570.0,0.48411032684945227
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,580.0,True,smoothed_direct_da,580.0,8616.0,14.855172413793104,14.855172413793104,3,0.10328258572663529,6.885505715109019,7.303511170054461,10.328258572663529,direct_da,direct,580.0,580.0,570.0,0.3154818232995807
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,515.0,True,smoothed_direct_da,515.0,8290.0,16.097087378640776,16.097087378640776,2,0.040809490906109844,4.080949090610984,4.080949090610984,4.080949090610986,direct_da,direct,515.0,515.0,551.0,0.05534021208765719
person,sex,tier_1,joint_fit,True,smoothed_direct_da,600.0,True,smoothed_direct_da,600.0,15546.0,25.91,25.91,2,0.0012221793387366675,0.12221793387366675,0.12221793387366675,0.12221793387366953,direct_da,direct,600.0,600.0,330.0,0.05038636057225356
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,600.0,True,smoothed_direct_da,600.0,15546.0,25.91,25.91,15,0.12199922809725972,1.6266563746301297,1.9905639025631714,4.3737939019683525,direct_da,direct,600.0,600.0,330.0,0.1650536334342162
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,330.0,True,smoothed_direct_da,330.0,8616.0,26.10909090909091,26.10909090909091,5,0.028657043977378213,1.1462817590951284,1.4547341563439207,2.594538701781035,direct_da,direct,330.0,330.0,335.0,0.04628649444333611
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,335.0,True,smoothed_direct_da,335.0,8616.0,25.719402985074627,25.719402985074627,5,0.0360904391690572,1.443617566762288,1.8619060907581648,3.3181931567787757,direct_da,direct,335.0,335.0,335.0,0.05831375994704119
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,405.0,True,smoothed_direct_da,405.0,10766.0,26.582716049382714,26.582716049382714,3,0.0493620749364139,3.2908049957609267,3.846034143982502,4.936207493641391,direct_da,direct,405.0,405.0,307.0,0.11508504952167847
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,515.0,True,smoothed_direct_da,515.0,12871.0,24.992233009708738,24.992233009708738,3,0.032180419140492716,2.1453612760328475,2.478830382370722,3.2180419140492695,direct_da,direct,515.0,515.0,329.0,0.0831948865337543
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,515.0,True,smoothed_direct_da,515.0,12871.0,24.992233009708738,24.992233009708738,4,0.07359586878909685,3.6797934394548424,3.9834241252154854,5.827203927245184,direct_da,direct,515.0,515.0,329.0,0.08712414333590388
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,325.0,True,smoothed_direct_da,325.0,8616.0,26.51076923076923,26.51076923076923,2,0.10826905221055641,10.826905221055641,10.82690522105564,10.826905221055643,direct_da,direct,325.0,325.0,335.0,0.09958688555900953
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,325.0,True,smoothed_direct_da,325.0,8613.0,26.501538461538463,26.501538461538463,3,0.037558609972403095,2.5039073314935396,3.034012618593829,3.7558609972403123,direct_da,direct,325.0,325.0,335.0,0.030769230769230813
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,635.0,True,smoothed_direct_da,635.0,15417.0,24.278740157480314,24.278740157480314,2,0.07116849739958807,7.116849739958806,7.116849739958806,7.116849739958808,direct_da,direct,635.0,635.0,329.0,0.11149522393100675
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,630.0,True,smoothed_direct_da,630.0,15417.0,24.47142857142857,24.47142857142857,3,0.11742139938287052,7.828093292191368,8.336155191257252,11.742139938287055,direct_da,direct,630.0,630.0,329.0,0.17358377939864
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,180.0,True,smoothed_direct_da,180.0,1582.0,8.78888888888889,8.78888888888889,4,0.705787329681135,35.28936648405675,42.663252417669526,70.5787329681135,direct_da,direct,180.0,180.0,21.0,0.7382840032143388
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,175.0,True,smoothed_direct_da,175.0,5714.0,32.651428571428575,32.651428571428575,5,0.05633781689084452,2.2535126756337807,2.929559132397779,5.633781689084455,direct_da,direct,175.0,175.0,186.0,0.3691501516396388
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,320.0,True,smoothed_direct_da,320.0,8616.0,26.925,26.925,5,0.08465355153203342,3.3861420612813373,4.596232716114739,8.46535515320334,direct_da,direct,320.0,320.0,335.0,0.1552977057513396
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,575.0,True,smoothed_direct_da,575.0,8616.0,14.984347826086957,14.984347826086957,11,0.06804125792257072,1.2371137804103767,1.3455940087036866,2.023535585967462,direct_da,direct,575.0,575.0,335.0,0.4173956316163799
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,325.0,True,smoothed_direct_da,325.0,8616.0,26.51076923076923,26.51076923076923,3,0.09487822298407259,6.325214865604839,6.872522927384808,9.487822298407261,direct_da,direct,325.0,325.0,335.0,0.13045136187002057
